,ID,NAME,TYPE,BASE STAT,HP,ATTACK,DEFENSE,SP ATTACK,SP DEFENSE,SPEED
70,53,Persian,Normal ,440.0,65.0,70.0,60.0,65.0,65.0,115.0
71,53,Persian Alolan Persian,Dark ,440.0,65.0,60.0,60.0,75.0,65.0,115.0
72,54,Psyduck,Water ,320.0,50.0,52.0,48.0,65.0,50.0,55.0
73,55,Golduck,Water ,500.0,80.0,82.0,78.0,95.0,80.0,85.0
74,56,Mankey,Fighting ,305.0,40.0,80.0,35.0,35.0,45.0,70.0
75,57,Primeape,Fighting ,455.0,65.0,105.0,60.0,60.0,70.0,95.0
76,58,Growlithe,Fire ,350.0,55.0,70.0,45.0,70.0,50.0,60.0
77,59,Arcanine,Fire ,555.0,90.0,110.0,80.0,100.0,80.0,95.0
78,60,Poliwag,Water ,300.0,40.0,50.0,40.0,40.0,40.0,90.0
79,61,Poliwhirl,Water ,385.0,65.0,65.0,65.0,50.0,50.0,90.0
80,62,Poliwrath,Water Fighting,510.0,90.0,95.0,95.0,70.0,90.0,70.0
81,63,Abra,Psychic ,310.0,25.0,20.0,15.0,105.0,55.0,90.0
82,64,Kadabra,Psychic ,400.0,40.0,35.0,30.0,120.0,70.0,105.0
83,65,Alakazam,Psychic ,500.0,55.0,50.0,45.0,135.0,95.0,120.0
84,65,Alakazam Mega Alakazam,Psychic ,600.0,55.0,50.0,65.0,175.0,105.0,150.0
85,66,Machop,Fighting ,305.0,70.0,80.0,50.0,35.0,35.0,35.0
86,67,Machoke,Fighting ,405.0,80.0,100.0,70.0,50.0,60.0,45.0
87,68,Machamp,Fighting ,505.0,90.0,130.0,80.0,65.0,85.0,55.0
88,69,Bellsprout,Grass Poison,300.0,50.0,75.0,35.0,70.0,30.0,40.0
89,70,Weepinbell,Grass Poison,390.0,65.0,90.0,50.0,85.0,45.0,55.0
90,71,Victreebel,Grass Poison,490.0,80.0,105.0,65.0,100.0,70.0,70.0
91,72,Tentacool,Water Poison,335.0,40.0,40.0,35.0,50.0,100.0,70.0
92,73,Tentacruel,Water Poison,515.0,80.0,70.0,65.0,80.0,120.0,100.0
93,74,Geodude,Rock Ground,300.0,40.0,80.0,100.0,30.0,30.0,20.0
94,74,Geodude Alolan Geodude,Rock Electric,300.0,40.0,80.0,100.0,30.0,30.0,20.0
95,75,Graveler,Rock Ground,390.0,55.0,95.0,115.0,45.0,45.0,35.0
96,75,Graveler Alolan Graveler,Rock Electric,390.0,55.0,95.0,115.0,45.0,45.0,35.0
97,76,Golem,Rock Ground,495.0,80.0,120.0,130.0,55.0,65.0,45.0
98,76,Golem Alolan Golem,Rock Electric,495.0,80.0,120.0,130.0,55.0,65.0,45.0
99,77,Ponyta,Fire ,410.0,50.0,85.0,55.0,65.0,65.0,90.0
100,77,Ponyta Galarian Ponyta,Psychic ,410.0,50.0,85.0,55.0,65.0,65.0,90.0
101,78,Rapidash,Fire ,500.0,65.0,100.0,70.0,80.0,80.0,105.0
102,78,Rapidash Galarian Rapidash,Psychic Fairy,500.0,65.0,100.0,70.0,80.0,80.0,105.0
103,79,Slowpoke,Water Psychic,315.0,90.0,65.0,65.0,40.0,40.0,15.0
104,79,Slowpoke Galarian Slowpoke,Psychic ,315.0,90.0,65.0,65.0,40.0,40.0,15.0
105,80,Slowbro,Water Psychic,490.0,95.0,75.0,110.0,100.0,80.0,30.0
106,80,Slowbro Mega Slowbro,Water Psychic,590.0,95.0,75.0,180.0,130.0,80.0,30.0
107,80,Slowbro Galarian Slowbro,Poison Psychic,490.0,95.0,100.0,95.0,100.0,70.0,30.0
108,81,Magnemite,Electric Steel,325.0,25.0,35.0,70.0,95.0,55.0,45.0
109,82,Magneton,Electric Steel,465.0,50.0,60.0,95.0,120.0,70.0,70.0
110,83,Farfetch'd,Normal Flying,377.0,52.0,90.0,55.0,58.0,62.0,60.0
111,83,Farfetch'd Galarian Farfetch'd,Fighting ,377.0,52.0,95.0,55.0,58.0,62.0,55.0
112,84,Doduo,Normal Flying,310.0,35.0,85.0,45.0,35.0,35.0,75.0
113,85,Dodrio,Normal Flying,470.0,60.0,110.0,70.0,60.0,60.0,110.0
114,86,Seel,Water ,325.0,65.0,45.0,55.0,45.0,70.0,45.0
115,87,Dewgong,Water Ice,475.0,90.0,70.0,80.0,70.0,95.0,70.0
116,88,Grimer,Poison ,325.0,80.0,80.0,50.0,40.0,50.0,25.0
117,88,Grimer Alolan Grimer,Poison Dark,325.0,80.0,80.0,50.0,40.0,50.0,25.0
118,89,Muk,Poison ,500.0,105.0,105.0,75.0,65.0,100.0,50.0
119,89,Muk Alolan Muk,Poison Dark,500.0,105.0,105.0,75.0,65.0,100.0,50.0
120,90,Shellder,Water ,305.0,30.0,65.0,100.0,45.0,25.0,40.0
121,91,Cloyster,Water Ice,525.0,50.0,95.0,180.0,85.0,45.0,70.0
122,92,Gastly,Ghost Poison,310.0,30.0,35.0,30.0,100.0,35.0,80.0
123,93,Haunter,Ghost Poison,405.0,45.0,50.0,45.0,115.0,55.0,95.0
124,94,Gengar,Ghost Poison,500.0,60.0,65.0,60.0,130.0,75.0,110.0
125,94,Gengar Mega Gengar,Ghost Poison,600.0,60.0,65.0,80.0,170.0,95.0,130.0
126,95,Onix,Rock Ground,385.0,35.0,45.0,160.0,30.0,45.0,70.0
127,96,Drowzee,Psychic ,328.0,60.0,48.0,45.0,43.0,90.0,42.0
128,97,Hypno,Psychic ,483.0,85.0,73.0,70.0,73.0,115.0,67.0
129,98,Krabby,Water ,325.0,30.0,105.0,90.0,25.0,25.0,50.0
130,99,Kingler,Water ,475.0,55.0,130.0,115.0,50.0,50.0,75.0
131,100,Voltorb,Electric ,330.0,40.0,30.0,50.0,55.0,55.0,100.0
132,101,Electrode,Electric ,490.0,60.0,50.0,70.0,80.0,80.0,150.0
133,102,Exeggcute,Grass Psychic,325.0,60.0,40.0,80.0,60.0,45.0,40.0
134,103,Exeggutor,Grass Psychic,530.0,95.0,95.0,85.0,125.0,75.0,55.0
135,103,Exeggutor Alolan Exeggutor,Grass Dragon,530.0,95.0,105.0,85.0,125.0,75.0,45.0
136,104,Cubone,Ground ,320.0,50.0,50.0,95.0,40.0,50.0,35.0
137,105,Marowak,Ground ,425.0,60.0,80.0,110.0,50.0,80.0,45.0
138,105,Marowak Alolan Marowak,Fire Ghost,425.0,60.0,80.0,110.0,50.0,80.0,45.0
139,106,Hitmonlee,Fighting ,455.0,50.0,120.0,53.0,35.0,110.0,87.0
140,107,Hitmonchan,Fighting ,455.0,50.0,105.0,79.0,35.0,110.0,76.0
141,108,Lickitung,Normal ,385.0,90.0,55.0,75.0,60.0,75.0,30.0
142,109,Koffing,Poison ,340.0,40.0,65.0,95.0,60.0,45.0,35.0
143,110,Weezing,Poison ,490.0,65.0,90.0,120.0,85.0,70.0,60.0
144,110,Weezing Galarian Weezing,Poison Fairy,490.0,65.0,90.0,120.0,85.0,70.0,60.0
145,111,Rhyhorn,Ground Rock,345.0,80.0,85.0,95.0,30.0,30.0,25.0
146,112,Rhydon,Ground Rock,485.0,105.0,130.0,120.0,45.0,45.0,40.0
147,113,Chansey,Normal ,450.0,250.0,5.0,5.0,35.0,105.0,50.0
148,114,Tangela,Grass ,435.0,65.0,55.0,115.0,100.0,40.0,60.0
149,115,Kangaskhan,Normal ,490.0,105.0,95.0,80.0,40.0,80.0,90.0
150,115,Kangaskhan Mega Kangaskhan,Normal ,590.0,105.0,125.0,100.0,60.0,100.0,100.0
151,116,Horsea,Water ,295.0,30.0,40.0,70.0,70.0,25.0,60.0
152,117,Seadra,Water ,440.0,55.0,65.0,95.0,95.0,45.0,85.0
153,118,Goldeen,Water ,320.0,45.0,67.0,60.0,35.0,50.0,63.0
154,119,Seaking,Water ,450.0,80.0,92.0,65.0,65.0,80.0,68.0
155,120,Staryu,Water ,340.0,30.0,45.0,55.0,70.0,55.0,85.0
156,121,Starmie,Water Psychic,520.0,60.0,75.0,85.0,100.0,85.0,115.0
157,122,Mr. Mime,Psychic Fairy,460.0,40.0,45.0,65.0,100.0,120.0,90.0
158,122,Mr. Mime Galarian Mr. Mime,Psychic Ice,460.0,50.0,65.0,65.0,90.0,90.0,100.0
159,123,Scyther,Bug Flying,500.0,70.0,110.0,80.0,55.0,80.0,105.0
160,124,Jynx,Ice Psychic,455.0,65.0,50.0,35.0,115.0,95.0,95.0
161,125,Electabuzz,Electric ,490.0,65.0,83.0,57.0,95.0,85.0,105.0
162,126,Magmar,Fire ,495.0,65.0,95.0,57.0,100.0,85.0,93.0
163,127,Pinsir,Bug ,500.0,65.0,125.0,100.0,55.0,70.0,85.0
164,127,Pinsir Mega Pinsir,Bug Flying,600.0,65.0,155.0,120.0,65.0,90.0,105.0
165,128,Tauros,Normal ,490.0,75.0,100.0,95.0,40.0,70.0,110.0
166,129,Magikarp,Water ,200.0,20.0,10.0,55.0,15.0,20.0,80.0
167,130,Gyarados,Water Flying,540.0,95.0,125.0,79.0,60.0,100.0,81.0
168,130,Gyarados Mega Gyarados,Water Dark,640.0,95.0,155.0,109.0,70.0,130.0,81.0
169,131,Lapras,Water Ice,535.0,130.0,85.0,80.0,85.0,95.0,60.0
170,132,Ditto,Normal ,288.0,48.0,48.0,48.0,48.0,48.0,48.0
171,133,Eevee,Normal ,325.0,55.0,55.0,50.0,45.0,65.0,55.0
172,133,Eevee Partner Eevee,Normal ,435.0,65.0,75.0,70.0,65.0,85.0,75.0
173,134,Vaporeon,Water ,525.0,130.0,65.0,60.0,110.0,95.0,65.0
174,135,Jolteon,Electric ,525.0,65.0,65.0,60.0,110.0,95.0,130.0
175,136,Flareon,Fire ,525.0,65.0,130.0,60.0,95.0,110.0,65.0
176,137,Porygon,Normal ,395.0,65.0,60.0,70.0,85.0,75.0,40.0
177,138,Omanyte,Rock Water,355.0,35.0,40.0,100.0,90.0,55.0,35.0
178,139,Omastar,Rock Water,495.0,70.0,60.0,125.0,115.0,70.0,55.0
179,140,Kabuto,Rock Water,355.0,30.0,80.0,90.0,55.0,45.0,55.0
180,141,Kabutops,Rock Water,495.0,60.0,115.0,105.0,65.0,70.0,80.0
181,142,Aerodactyl,Rock Flying,515.0,80.0,105.0,65.0,60.0,75.0,130.0
182,142,Aerodactyl Mega Aerodactyl,Rock Flying,615.0,80.0,135.0,85.0,70.0,95.0,150.0
183,143,Snorlax,Normal ,540.0,160.0,110.0,65.0,65.0,110.0,30.0
184,144,Articuno,Ice Flying,580.0,90.0,85.0,100.0,95.0,125.0,85.0
185,145,Zapdos,Electric Flying,580.0,90.0,90.0,85.0,125.0,90.0,100.0
186,146,Moltres,Fire Flying,580.0,90.0,100.0,90.0,125.0,85.0,90.0
187,147,Dratini,Dragon ,300.0,41.0,64.0,45.0,50.0,50.0,50.0
188,148,Dragonair,Dragon ,420.0,61.0,84.0,65.0,70.0,70.0,70.0
189,149,Dragonite,Dragon Flying,600.0,91.0,134.0,95.0,100.0,100.0,80.0
190,150,Mewtwo,Psychic ,680.0,106.0,110.0,90.0,154.0,90.0,130.0
191,150,Mewtwo Mega Mewtwo X,Psychic Fighting,780.0,106.0,190.0,100.0,154.0,100.0,130.0
192,150,Mewtwo Mega Mewtwo Y,Psychic ,780.0,106.0,150.0,70.0,194.0,120.0,140.0
193,151,Mew,Psychic ,600.0,100.0,100.0,100.0,100.0,100.0,100.0
194,152,Chikorita,Grass ,318.0,45.0,49.0,65.0,49.0,65.0,45.0
195,153,Bayleef,Grass ,405.0,60.0,62.0,80.0,63.0,80.0,60.0
196,154,Meganium,Grass ,525.0,80.0,82.0,100.0,83.0,100.0,80.0
197,155,Cyndaquil,Fire ,309.0,39.0,52.0,43.0,60.0,50.0,65.0
198,156,Quilava,Fire ,405.0,58.0,64.0,58.0,80.0,65.0,80.0
199,157,Typhlosion,Fire ,534.0,78.0,84.0,78.0,109.0,85.0,100.0
200,158,Totodile,Water ,314.0,50.0,65.0,64.0,44.0,48.0,43.0
201,159,Croconaw,Water ,405.0,65.0,80.0,80.0,59.0,63.0,58.0
202,160,Feraligatr,Water ,530.0,85.0,105.0,100.0,79.0,83.0,78.0
203,161,Sentret,Normal ,215.0,35.0,46.0,34.0,35.0,45.0,20.0
204,162,Furret,Normal ,415.0,85.0,76.0,64.0,45.0,55.0,90.0
205,163,Hoothoot,Normal Flying,262.0,60.0,30.0,30.0,36.0,56.0,50.0
206,164,Noctowl,Normal Flying,452.0,100.0,50.0,50.0,86.0,96.0,70.0
207,165,Ledyba,Bug Flying,265.0,40.0,20.0,30.0,40.0,80.0,55.0
208,166,Ledian,Bug Flying,390.0,55.0,35.0,50.0,55.0,110.0,85.0
209,167,Spinarak,Bug Poison,250.0,40.0,60.0,40.0,40.0,40.0,30.0
210,168,Ariados,Bug Poison,400.0,70.0,90.0,70.0,60.0,70.0,40.0
211,169,Crobat,Poison Flying,535.0,85.0,90.0,80.0,70.0,80.0,130.0
212,170,Chinchou,Water Electric,330.0,75.0,38.0,38.0,56.0,56.0,67.0
213,171,Lanturn,Water Electric,460.0,125.0,58.0,58.0,76.0,76.0,67.0
214,172,Pichu,Electric ,205.0,20.0,40.0,15.0,35.0,35.0,60.0
215,173,Cleffa,Fairy ,218.0,50.0,25.0,28.0,45.0,55.0,15.0
216,174,Igglybuff,Normal Fairy,210.0,90.0,30.0,15.0,40.0,20.0,15.0
217,175,Togepi,Fairy ,245.0,35.0,20.0,65.0,40.0,65.0,20.0
218,176,Togetic,Fairy Flying,405.0,55.0,40.0,85.0,80.0,105.0,40.0
219,177,Natu,Psychic Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0
220,178,Xatu,Psychic Flying,470.0,65.0,75.0,70.0,95.0,70.0,95.0
221,179,Mareep,Electric ,280.0,55.0,40.0,40.0,65.0,45.0,35.0
222,180,Flaaffy,Electric ,365.0,70.0,55.0,55.0,80.0,60.0,45.0
223,181,Ampharos,Electric ,510.0,90.0,75.0,85.0,115.0,90.0,55.0
224,181,Ampharos Mega Ampharos,Electric Dragon,610.0,90.0,95.0,105.0,165.0,110.0,45.0
225,182,Bellossom,Grass ,490.0,75.0,80.0,95.0,90.0,100.0,50.0
226,183,Marill,Water Fairy,250.0,70.0,20.0,50.0,20.0,50.0,40.0
227,184,Azumarill,Water Fairy,420.0,100.0,50.0,80.0,60.0,80.0,50.0
228,185,Sudowoodo,Rock ,410.0,70.0,100.0,115.0,30.0,65.0,30.0
229,186,Politoed,Water ,500.0,90.0,75.0,75.0,90.0,100.0,70.0
230,187,Hoppip,Grass Flying,250.0,35.0,35.0,40.0,35.0,55.0,50.0
231,188,Skiploom,Grass Flying,340.0,55.0,45.0,50.0,45.0,65.0,80.0
232,189,Jumpluff,Grass Flying,460.0,75.0,55.0,70.0,55.0,95.0,110.0
233,190,Aipom,Normal ,360.0,55.0,70.0,55.0,40.0,55.0,85.0
234,191,Sunkern,Grass ,180.0,30.0,30.0,30.0,30.0,30.0,30.0
235,192,Sunflora,Grass ,425.0,75.0,75.0,55.0,105.0,85.0,30.0
236,193,Yanma,Bug Flying,390.0,65.0,65.0,45.0,75.0,45.0,95.0
237,194,Wooper,Water Ground,210.0,55.0,45.0,45.0,25.0,25.0,15.0
238,195,Quagsire,Water Ground,430.0,95.0,85.0,85.0,65.0,65.0,35.0
239,196,Espeon,Psychic ,525.0,65.0,65.0,60.0,130.0,95.0,110.0
240,197,Umbreon,Dark ,525.0,95.0,65.0,110.0,60.0,130.0,65.0
241,198,Murkrow,Dark Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
242,199,Slowking,Water Psychic,490.0,95.0,75.0,80.0,100.0,110.0,30.0
243,200,Misdreavus,Ghost ,435.0,60.0,60.0,60.0,85.0,85.0,85.0
244,201,Unown,Psychic ,336.0,48.0,72.0,48.0,72.0,48.0,48.0
245,202,Wobbuffet,Psychic ,405.0,190.0,33.0,58.0,33.0,58.0,33.0
246,203,Girafarig,Normal Psychic,455.0,70.0,80.0,65.0,90.0,65.0,85.0
247,204,Pineco,Bug ,290.0,50.0,65.0,90.0,35.0,35.0,15.0
248,205,Forretress,Bug Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0
249,206,Dunsparce,Normal ,415.0,100.0,70.0,70.0,65.0,65.0,45.0
250,207,Gligar,Ground Flying,430.0,65.0,75.0,105.0,35.0,65.0,85.0
251,208,Steelix,Steel Ground,510.0,75.0,85.0,200.0,55.0,65.0,30.0
252,208,Steelix Mega Steelix,Steel Ground,610.0,75.0,125.0,230.0,55.0,95.0,30.0
253,209,Snubbull,Fairy ,300.0,60.0,80.0,50.0,40.0,40.0,30.0
254,210,Granbull,Fairy ,450.0,90.0,120.0,75.0,60.0,60.0,45.0
255,211,Qwilfish,Water Poison,440.0,65.0,95.0,85.0,55.0,55.0,85.0
256,212,Scizor,Bug Steel,500.0,70.0,130.0,100.0,55.0,80.0,65.0
257,212,Scizor Mega Scizor,Bug Steel,600.0,70.0,150.0,140.0,65.0,100.0,75.0
258,213,Shuckle,Bug Rock,505.0,20.0,10.0,230.0,10.0,230.0,5.0
259,214,Heracross,Bug Fighting,500.0,80.0,125.0,75.0,40.0,95.0,85.0
260,214,Heracross Mega Heracross,Bug Fighting,600.0,80.0,185.0,115.0,40.0,105.0,75.0
261,215,Sneasel,Dark Ice,430.0,55.0,95.0,55.0,35.0,75.0,115.0
262,216,Teddiursa,Normal ,330.0,60.0,80.0,50.0,50.0,50.0,40.0
263,217,Ursaring,Normal ,500.0,90.0,130.0,75.0,75.0,75.0,55.0
264,218,Slugma,Fire ,250.0,40.0,40.0,40.0,70.0,40.0,20.0
265,219,Magcargo,Fire Rock,430.0,60.0,50.0,120.0,90.0,80.0,30.0
266,220,Swinub,Ice Ground,250.0,50.0,50.0,40.0,30.0,30.0,50.0
267,221,Piloswine,Ice Ground,450.0,100.0,100.0,80.0,60.0,60.0,50.0
268,222,Corsola,Water Rock,410.0,65.0,55.0,95.0,65.0,95.0,35.0
269,222,Corsola Galarian Corsola,Ghost ,410.0,60.0,55.0,100.0,65.0,100.0,30.0
270,223,Remoraid,Water ,300.0,35.0,65.0,35.0,65.0,35.0,65.0
271,224,Octillery,Water ,480.0,75.0,105.0,75.0,105.0,75.0,45.0
272,225,Delibird,Ice Flying,330.0,45.0,55.0,45.0,65.0,45.0,75.0
273,226,Mantine,Water Flying,485.0,85.0,40.0,70.0,80.0,140.0,70.0
274,227,Skarmory,Steel Flying,465.0,65.0,80.0,140.0,40.0,70.0,70.0
275,228,Houndour,Dark Fire,330.0,45.0,60.0,30.0,80.0,50.0,65.0
276,229,Houndoom,Dark Fire,500.0,75.0,90.0,50.0,110.0,80.0,95.0
277,229,Houndoom Mega Houndoom,Dark Fire,600.0,75.0,90.0,90.0,140.0,90.0,115.0
278,230,Kingdra,Water Dragon,540.0,75.0,95.0,95.0,95.0,95.0,85.0
279,231,Phanpy,Ground ,330.0,90.0,60.0,60.0,40.0,40.0,40.0
280,232,Donphan,Ground ,500.0,90.0,120.0,120.0,60.0,60.0,50.0
281,233,Porygon2,Normal ,515.0,85.0,80.0,90.0,105.0,95.0,60.0
282,234,Stantler,Normal ,465.0,73.0,95.0,62.0,85.0,65.0,85.0
283,235,Smeargle,Normal ,250.0,55.0,20.0,35.0,20.0,45.0,75.0
284,236,Tyrogue,Fighting ,210.0,35.0,35.0,35.0,35.0,35.0,35.0
285,237,Hitmontop,Fighting ,455.0,50.0,95.0,95.0,35.0,110.0,70.0
286,238,Smoochum,Ice Psychic,305.0,45.0,30.0,15.0,85.0,65.0,65.0
287,239,Elekid,Electric ,360.0,45.0,63.0,37.0,65.0,55.0,95.0
288,240,Magby,Fire ,365.0,45.0,75.0,37.0,70.0,55.0,83.0
289,241,Miltank,Normal ,490.0,95.0,80.0,105.0,40.0,70.0,100.0
290,242,Blissey,Normal ,540.0,255.0,10.0,10.0,75.0,135.0,55.0
291,243,Raikou,Electric ,580.0,90.0,85.0,75.0,115.0,100.0,115.0
292,244,Entei,Fire ,580.0,115.0,115.0,85.0,90.0,75.0,100.0
293,245,Suicune,Water ,580.0,100.0,75.0,115.0,90.0,115.0,85.0
294,246,Larvitar,Rock Ground,300.0,50.0,64.0,50.0,45.0,50.0,41.0
295,247,Pupitar,Rock Ground,410.0,70.0,84.0,70.0,65.0,70.0,51.0
296,248,Tyranitar,Rock Dark,600.0,100.0,134.0,110.0,95.0,100.0,61.0
297,248,Tyranitar Mega Tyranitar,Rock Dark,700.0,100.0,164.0,150.0,95.0,120.0,71.0
298,249,Lugia,Psychic Flying,680.0,106.0,90.0,130.0,90.0,154.0,110.0
299,250,Ho-oh,Fire Flying,680.0,106.0,130.0,90.0,110.0,154.0,90.0
300,251,Celebi,Psychic Grass,600.0,100.0,100.0,100.0,100.0,100.0,100.0
301,252,Treecko,Grass ,310.0,40.0,45.0,35.0,65.0,55.0,70.0
302,253,Grovyle,Grass ,405.0,50.0,65.0,45.0,85.0,65.0,95.0
303,254,Sceptile,Grass ,530.0,70.0,85.0,65.0,105.0,85.0,120.0
304,254,Sceptile Mega Sceptile,Grass Dragon,630.0,70.0,110.0,75.0,145.0,85.0,145.0
305,255,Torchic,Fire ,310.0,45.0,60.0,40.0,70.0,50.0,45.0
