,ID,NAME,TYPE,BASE STAT,HP,ATTACK,DEFENSE,SP ATTACK,SP DEFENSE,SPEED
72,60,Poliwag,Water ,300.0,40.0,50.0,40.0,40.0,40.0,90.0
73,61,Poliwhirl,Water ,385.0,65.0,65.0,65.0,50.0,50.0,90.0
74,62,Poliwrath,Water Fighting,510.0,90.0,95.0,95.0,70.0,90.0,70.0
75,63,Abra,Psychic ,310.0,25.0,20.0,15.0,105.0,55.0,90.0
76,64,Kadabra,Psychic ,400.0,40.0,35.0,30.0,120.0,70.0,105.0
77,65,Alakazam,Psychic ,500.0,55.0,50.0,45.0,135.0,95.0,120.0
78,66,Machop,Fighting ,305.0,70.0,80.0,50.0,35.0,35.0,35.0
79,67,Machoke,Fighting ,405.0,80.0,100.0,70.0,50.0,60.0,45.0
80,68,Machamp,Fighting ,505.0,90.0,130.0,80.0,65.0,85.0,55.0
81,69,Bellsprout,Grass Poison,300.0,50.0,75.0,35.0,70.0,30.0,40.0
82,70,Weepinbell,Grass Poison,390.0,65.0,90.0,50.0,85.0,45.0,55.0
83,71,Victreebel,Grass Poison,490.0,80.0,105.0,65.0,100.0,70.0,70.0
84,72,Tentacool,Water Poison,335.0,40.0,40.0,35.0,50.0,100.0,70.0
85,73,Tentacruel,Water Poison,515.0,80.0,70.0,65.0,80.0,120.0,100.0
86,74,Geodude,Rock Ground,300.0,40.0,80.0,100.0,30.0,30.0,20.0
87,74,Geodude Alolan Geodude,Rock Electric,300.0,40.0,80.0,100.0,30.0,30.0,20.0
88,75,Graveler,Rock Ground,390.0,55.0,95.0,115.0,45.0,45.0,35.0
89,75,Graveler Alolan Graveler,Rock Electric,390.0,55.0,95.0,115.0,45.0,45.0,35.0
90,76,Golem,Rock Ground,495.0,80.0,120.0,130.0,55.0,65.0,45.0
91,76,Golem Alolan Golem,Rock Electric,495.0,80.0,120.0,130.0,55.0,65.0,45.0
92,77,Ponyta,Fire ,410.0,50.0,85.0,55.0,65.0,65.0,90.0
94,78,Rapidash,Fire ,500.0,65.0,100.0,70.0,80.0,80.0,105.0
96,79,Slowpoke,Water Psychic,315.0,90.0,65.0,65.0,40.0,40.0,15.0
98,80,Slowbro,Water Psychic,490.0,95.0,75.0,110.0,100.0,80.0,30.0
100,81,Magnemite,Electric Steel,325.0,25.0,35.0,70.0,95.0,55.0,45.0
101,82,Magneton,Electric Steel,465.0,50.0,60.0,95.0,120.0,70.0,70.0
102,83,Farfetch'd,Normal Flying,377.0,52.0,90.0,55.0,58.0,62.0,60.0
104,84,Doduo,Normal Flying,310.0,35.0,85.0,45.0,35.0,35.0,75.0
105,85,Dodrio,Normal Flying,470.0,60.0,110.0,70.0,60.0,60.0,110.0
106,86,Seel,Water ,325.0,65.0,45.0,55.0,45.0,70.0,45.0
107,87,Dewgong,Water Ice,475.0,90.0,70.0,80.0,70.0,95.0,70.0
108,88,Grimer,Poison ,325.0,80.0,80.0,50.0,40.0,50.0,25.0
109,88,Grimer Alolan Grimer,Poison Dark,325.0,80.0,80.0,50.0,40.0,50.0,25.0
110,89,Muk,Poison ,500.0,105.0,105.0,75.0,65.0,100.0,50.0
111,89,Muk Alolan Muk,Poison Dark,500.0,105.0,105.0,75.0,65.0,100.0,50.0
112,90,Shellder,Water ,305.0,30.0,65.0,100.0,45.0,25.0,40.0
113,91,Cloyster,Water Ice,525.0,50.0,95.0,180.0,85.0,45.0,70.0
114,92,Gastly,Ghost Poison,310.0,30.0,35.0,30.0,100.0,35.0,80.0
115,93,Haunter,Ghost Poison,405.0,45.0,50.0,45.0,115.0,55.0,95.0
116,94,Gengar,Ghost Poison,500.0,60.0,65.0,60.0,130.0,75.0,110.0
117,95,Onix,Rock Ground,385.0,35.0,45.0,160.0,30.0,45.0,70.0
118,96,Drowzee,Psychic ,328.0,60.0,48.0,45.0,43.0,90.0,42.0
119,97,Hypno,Psychic ,483.0,85.0,73.0,70.0,73.0,115.0,67.0
120,98,Krabby,Water ,325.0,30.0,105.0,90.0,25.0,25.0,50.0
121,99,Kingler,Water ,475.0,55.0,130.0,115.0,50.0,50.0,75.0
122,100,Voltorb,Electric ,330.0,40.0,30.0,50.0,55.0,55.0,100.0
123,101,Electrode,Electric ,490.0,60.0,50.0,70.0,80.0,80.0,150.0
124,102,Exeggcute,Grass Psychic,325.0,60.0,40.0,80.0,60.0,45.0,40.0
125,103,Exeggutor,Grass Psychic,530.0,95.0,95.0,85.0,125.0,75.0,55.0
126,103,Exeggutor Alolan Exeggutor,Grass Dragon,530.0,95.0,105.0,85.0,125.0,75.0,45.0
127,104,Cubone,Ground ,320.0,50.0,50.0,95.0,40.0,50.0,35.0
128,105,Marowak,Ground ,425.0,60.0,80.0,110.0,50.0,80.0,45.0
129,105,Marowak Alolan Marowak,Fire Ghost,425.0,60.0,80.0,110.0,50.0,80.0,45.0
130,106,Hitmonlee,Fighting ,455.0,50.0,120.0,53.0,35.0,110.0,87.0
131,107,Hitmonchan,Fighting ,455.0,50.0,105.0,79.0,35.0,110.0,76.0
132,108,Lickitung,Normal ,385.0,90.0,55.0,75.0,60.0,75.0,30.0
133,109,Koffing,Poison ,340.0,40.0,65.0,95.0,60.0,45.0,35.0
134,110,Weezing,Poison ,490.0,65.0,90.0,120.0,85.0,70.0,60.0
136,111,Rhyhorn,Ground Rock,345.0,80.0,85.0,95.0,30.0,30.0,25.0
137,112,Rhydon,Ground Rock,485.0,105.0,130.0,120.0,45.0,45.0,40.0
138,113,Chansey,Normal ,450.0,250.0,5.0,5.0,35.0,105.0,50.0
139,114,Tangela,Grass ,435.0,65.0,55.0,115.0,100.0,40.0,60.0
140,115,Kangaskhan,Normal ,490.0,105.0,95.0,80.0,40.0,80.0,90.0
141,116,Horsea,Water ,295.0,30.0,40.0,70.0,70.0,25.0,60.0
142,117,Seadra,Water ,440.0,55.0,65.0,95.0,95.0,45.0,85.0
143,118,Goldeen,Water ,320.0,45.0,67.0,60.0,35.0,50.0,63.0
144,119,Seaking,Water ,450.0,80.0,92.0,65.0,65.0,80.0,68.0
145,120,Staryu,Water ,340.0,30.0,45.0,55.0,70.0,55.0,85.0
146,121,Starmie,Water Psychic,520.0,60.0,75.0,85.0,100.0,85.0,115.0
147,122,Mr. Mime,Psychic Fairy,460.0,40.0,45.0,65.0,100.0,120.0,90.0
149,123,Scyther,Bug Flying,500.0,70.0,110.0,80.0,55.0,80.0,105.0
150,124,Jynx,Ice Psychic,455.0,65.0,50.0,35.0,115.0,95.0,95.0
151,125,Electabuzz,Electric ,490.0,65.0,83.0,57.0,95.0,85.0,105.0
152,126,Magmar,Fire ,495.0,65.0,95.0,57.0,100.0,85.0,93.0
153,127,Pinsir,Bug ,500.0,65.0,125.0,100.0,55.0,70.0,85.0
154,128,Tauros,Normal ,490.0,75.0,100.0,95.0,40.0,70.0,110.0
155,129,Magikarp,Water ,200.0,20.0,10.0,55.0,15.0,20.0,80.0
156,130,Gyarados,Water Flying,540.0,95.0,125.0,79.0,60.0,100.0,81.0
157,131,Lapras,Water Ice,535.0,130.0,85.0,80.0,85.0,95.0,60.0
158,132,Ditto,Normal ,288.0,48.0,48.0,48.0,48.0,48.0,48.0
159,133,Eevee,Normal ,325.0,55.0,55.0,50.0,45.0,65.0,55.0
160,133,Eevee Partner Eevee,Normal ,435.0,65.0,75.0,70.0,65.0,85.0,75.0
161,134,Vaporeon,Water ,525.0,130.0,65.0,60.0,110.0,95.0,65.0
162,135,Jolteon,Electric ,525.0,65.0,65.0,60.0,110.0,95.0,130.0
163,136,Flareon,Fire ,525.0,65.0,130.0,60.0,95.0,110.0,65.0
164,137,Porygon,Normal ,395.0,65.0,60.0,70.0,85.0,75.0,40.0
165,138,Omanyte,Rock Water,355.0,35.0,40.0,100.0,90.0,55.0,35.0
166,139,Omastar,Rock Water,495.0,70.0,60.0,125.0,115.0,70.0,55.0
167,140,Kabuto,Rock Water,355.0,30.0,80.0,90.0,55.0,45.0,55.0
168,141,Kabutops,Rock Water,495.0,60.0,115.0,105.0,65.0,70.0,80.0
169,142,Aerodactyl,Rock Flying,515.0,80.0,105.0,65.0,60.0,75.0,130.0
170,143,Snorlax,Normal ,540.0,160.0,110.0,65.0,65.0,110.0,30.0
171,144,Articuno,Ice Flying,580.0,90.0,85.0,100.0,95.0,125.0,85.0
172,145,Zapdos,Electric Flying,580.0,90.0,90.0,85.0,125.0,90.0,100.0
173,146,Moltres,Fire Flying,580.0,90.0,100.0,90.0,125.0,85.0,90.0
174,147,Dratini,Dragon ,300.0,41.0,64.0,45.0,50.0,50.0,50.0
175,148,Dragonair,Dragon ,420.0,61.0,84.0,65.0,70.0,70.0,70.0
176,149,Dragonite,Dragon Flying,600.0,91.0,134.0,95.0,100.0,100.0,80.0
177,150,Mewtwo,Psychic ,680.0,106.0,110.0,90.0,154.0,90.0,130.0
178,151,Mew,Psychic ,600.0,100.0,100.0,100.0,100.0,100.0,100.0
179,152,Chikorita,Grass ,318.0,45.0,49.0,65.0,49.0,65.0,45.0
180,153,Bayleef,Grass ,405.0,60.0,62.0,80.0,63.0,80.0,60.0
181,154,Meganium,Grass ,525.0,80.0,82.0,100.0,83.0,100.0,80.0
182,155,Cyndaquil,Fire ,309.0,39.0,52.0,43.0,60.0,50.0,65.0
183,156,Quilava,Fire ,405.0,58.0,64.0,58.0,80.0,65.0,80.0
184,157,Typhlosion,Fire ,534.0,78.0,84.0,78.0,109.0,85.0,100.0
185,158,Totodile,Water ,314.0,50.0,65.0,64.0,44.0,48.0,43.0
186,159,Croconaw,Water ,405.0,65.0,80.0,80.0,59.0,63.0,58.0
187,160,Feraligatr,Water ,530.0,85.0,105.0,100.0,79.0,83.0,78.0
188,161,Sentret,Normal ,215.0,35.0,46.0,34.0,35.0,45.0,20.0
189,162,Furret,Normal ,415.0,85.0,76.0,64.0,45.0,55.0,90.0
190,163,Hoothoot,Normal Flying,262.0,60.0,30.0,30.0,36.0,56.0,50.0
191,164,Noctowl,Normal Flying,452.0,100.0,50.0,50.0,86.0,96.0,70.0
192,165,Ledyba,Bug Flying,265.0,40.0,20.0,30.0,40.0,80.0,55.0
193,166,Ledian,Bug Flying,390.0,55.0,35.0,50.0,55.0,110.0,85.0
194,167,Spinarak,Bug Poison,250.0,40.0,60.0,40.0,40.0,40.0,30.0
195,168,Ariados,Bug Poison,400.0,70.0,90.0,70.0,60.0,70.0,40.0
196,169,Crobat,Poison Flying,535.0,85.0,90.0,80.0,70.0,80.0,130.0
197,170,Chinchou,Water Electric,330.0,75.0,38.0,38.0,56.0,56.0,67.0
198,171,Lanturn,Water Electric,460.0,125.0,58.0,58.0,76.0,76.0,67.0
199,172,Pichu,Electric ,205.0,20.0,40.0,15.0,35.0,35.0,60.0
200,173,Cleffa,Fairy ,218.0,50.0,25.0,28.0,45.0,55.0,15.0
201,174,Igglybuff,Normal Fairy,210.0,90.0,30.0,15.0,40.0,20.0,15.0
202,175,Togepi,Fairy ,245.0,35.0,20.0,65.0,40.0,65.0,20.0
203,176,Togetic,Fairy Flying,405.0,55.0,40.0,85.0,80.0,105.0,40.0
204,177,Natu,Psychic Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0
205,178,Xatu,Psychic Flying,470.0,65.0,75.0,70.0,95.0,70.0,95.0
206,179,Mareep,Electric ,280.0,55.0,40.0,40.0,65.0,45.0,35.0
207,180,Flaaffy,Electric ,365.0,70.0,55.0,55.0,80.0,60.0,45.0
208,181,Ampharos,Electric ,510.0,90.0,75.0,85.0,115.0,90.0,55.0
209,182,Bellossom,Grass ,490.0,75.0,80.0,95.0,90.0,100.0,50.0
210,183,Marill,Water Fairy,250.0,70.0,20.0,50.0,20.0,50.0,40.0
211,184,Azumarill,Water Fairy,420.0,100.0,50.0,80.0,60.0,80.0,50.0
212,185,Sudowoodo,Rock ,410.0,70.0,100.0,115.0,30.0,65.0,30.0
213,186,Politoed,Water ,500.0,90.0,75.0,75.0,90.0,100.0,70.0
214,187,Hoppip,Grass Flying,250.0,35.0,35.0,40.0,35.0,55.0,50.0
215,188,Skiploom,Grass Flying,340.0,55.0,45.0,50.0,45.0,65.0,80.0
216,189,Jumpluff,Grass Flying,460.0,75.0,55.0,70.0,55.0,95.0,110.0
217,190,Aipom,Normal ,360.0,55.0,70.0,55.0,40.0,55.0,85.0
218,191,Sunkern,Grass ,180.0,30.0,30.0,30.0,30.0,30.0,30.0
219,192,Sunflora,Grass ,425.0,75.0,75.0,55.0,105.0,85.0,30.0
220,193,Yanma,Bug Flying,390.0,65.0,65.0,45.0,75.0,45.0,95.0
221,194,Wooper,Water Ground,210.0,55.0,45.0,45.0,25.0,25.0,15.0
222,195,Quagsire,Water Ground,430.0,95.0,85.0,85.0,65.0,65.0,35.0
223,196,Espeon,Psychic ,525.0,65.0,65.0,60.0,130.0,95.0,110.0
224,197,Umbreon,Dark ,525.0,95.0,65.0,110.0,60.0,130.0,65.0
225,198,Murkrow,Dark Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
226,199,Slowking,Water Psychic,490.0,95.0,75.0,80.0,100.0,110.0,30.0
227,200,Misdreavus,Ghost ,435.0,60.0,60.0,60.0,85.0,85.0,85.0
228,201,Unown,Psychic ,336.0,48.0,72.0,48.0,72.0,48.0,48.0
229,202,Wobbuffet,Psychic ,405.0,190.0,33.0,58.0,33.0,58.0,33.0
230,203,Girafarig,Normal Psychic,455.0,70.0,80.0,65.0,90.0,65.0,85.0
231,204,Pineco,Bug ,290.0,50.0,65.0,90.0,35.0,35.0,15.0
232,205,Forretress,Bug Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0
233,206,Dunsparce,Normal ,415.0,100.0,70.0,70.0,65.0,65.0,45.0
234,207,Gligar,Ground Flying,430.0,65.0,75.0,105.0,35.0,65.0,85.0
235,208,Steelix,Steel Ground,510.0,75.0,85.0,200.0,55.0,65.0,30.0
236,209,Snubbull,Fairy ,300.0,60.0,80.0,50.0,40.0,40.0,30.0
237,210,Granbull,Fairy ,450.0,90.0,120.0,75.0,60.0,60.0,45.0
238,211,Qwilfish,Water Poison,440.0,65.0,95.0,85.0,55.0,55.0,85.0
239,212,Scizor,Bug Steel,500.0,70.0,130.0,100.0,55.0,80.0,65.0
240,213,Shuckle,Bug Rock,505.0,20.0,10.0,230.0,10.0,230.0,5.0
241,214,Heracross,Bug Fighting,500.0,80.0,125.0,75.0,40.0,95.0,85.0
242,215,Sneasel,Dark Ice,430.0,55.0,95.0,55.0,35.0,75.0,115.0
243,216,Teddiursa,Normal ,330.0,60.0,80.0,50.0,50.0,50.0,40.0
244,217,Ursaring,Normal ,500.0,90.0,130.0,75.0,75.0,75.0,55.0
245,218,Slugma,Fire ,250.0,40.0,40.0,40.0,70.0,40.0,20.0
246,219,Magcargo,Fire Rock,430.0,60.0,50.0,120.0,90.0,80.0,30.0
247,220,Swinub,Ice Ground,250.0,50.0,50.0,40.0,30.0,30.0,50.0
248,221,Piloswine,Ice Ground,450.0,100.0,100.0,80.0,60.0,60.0,50.0
249,222,Corsola,Water Rock,410.0,65.0,55.0,95.0,65.0,95.0,35.0
251,223,Remoraid,Water ,300.0,35.0,65.0,35.0,65.0,35.0,65.0
252,224,Octillery,Water ,480.0,75.0,105.0,75.0,105.0,75.0,45.0
253,225,Delibird,Ice Flying,330.0,45.0,55.0,45.0,65.0,45.0,75.0
254,226,Mantine,Water Flying,485.0,85.0,40.0,70.0,80.0,140.0,70.0
255,227,Skarmory,Steel Flying,465.0,65.0,80.0,140.0,40.0,70.0,70.0
256,228,Houndour,Dark Fire,330.0,45.0,60.0,30.0,80.0,50.0,65.0
257,229,Houndoom,Dark Fire,500.0,75.0,90.0,50.0,110.0,80.0,95.0
258,230,Kingdra,Water Dragon,540.0,75.0,95.0,95.0,95.0,95.0,85.0
259,231,Phanpy,Ground ,330.0,90.0,60.0,60.0,40.0,40.0,40.0
260,232,Donphan,Ground ,500.0,90.0,120.0,120.0,60.0,60.0,50.0
261,233,Porygon2,Normal ,515.0,85.0,80.0,90.0,105.0,95.0,60.0
262,234,Stantler,Normal ,465.0,73.0,95.0,62.0,85.0,65.0,85.0
263,235,Smeargle,Normal ,250.0,55.0,20.0,35.0,20.0,45.0,75.0
264,236,Tyrogue,Fighting ,210.0,35.0,35.0,35.0,35.0,35.0,35.0
265,237,Hitmontop,Fighting ,455.0,50.0,95.0,95.0,35.0,110.0,70.0
266,238,Smoochum,Ice Psychic,305.0,45.0,30.0,15.0,85.0,65.0,65.0
267,239,Elekid,Electric ,360.0,45.0,63.0,37.0,65.0,55.0,95.0
268,240,Magby,Fire ,365.0,45.0,75.0,37.0,70.0,55.0,83.0
269,241,Miltank,Normal ,490.0,95.0,80.0,105.0,40.0,70.0,100.0
270,242,Blissey,Normal ,540.0,255.0,10.0,10.0,75.0,135.0,55.0
271,243,Raikou,Electric ,580.0,90.0,85.0,75.0,115.0,100.0,115.0
272,244,Entei,Fire ,580.0,115.0,115.0,85.0,90.0,75.0,100.0
273,245,Suicune,Water ,580.0,100.0,75.0,115.0,90.0,115.0,85.0
274,246,Larvitar,Rock Ground,300.0,50.0,64.0,50.0,45.0,50.0,41.0
275,247,Pupitar,Rock Ground,410.0,70.0,84.0,70.0,65.0,70.0,51.0
276,248,Tyranitar,Rock Dark,600.0,100.0,134.0,110.0,95.0,100.0,61.0
277,249,Lugia,Psychic Flying,680.0,106.0,90.0,130.0,90.0,154.0,110.0
278,250,Ho-oh,Fire Flying,680.0,106.0,130.0,90.0,110.0,154.0,90.0
279,251,Celebi,Psychic Grass,600.0,100.0,100.0,100.0,100.0,100.0,100.0
280,252,Treecko,Grass ,310.0,40.0,45.0,35.0,65.0,55.0,70.0
281,253,Grovyle,Grass ,405.0,50.0,65.0,45.0,85.0,65.0,95.0
282,254,Sceptile,Grass ,530.0,70.0,85.0,65.0,105.0,85.0,120.0
283,255,Torchic,Fire ,310.0,45.0,60.0,40.0,70.0,50.0,45.0
284,256,Combusken,Fire Fighting,405.0,60.0,85.0,60.0,85.0,60.0,55.0
285,257,Blaziken,Fire Fighting,530.0,80.0,120.0,70.0,110.0,70.0,80.0
286,258,Mudkip,Water ,310.0,50.0,70.0,50.0,50.0,50.0,40.0
287,259,Marshtomp,Water Ground,405.0,70.0,85.0,70.0,60.0,70.0,50.0
288,260,Swampert,Water Ground,535.0,100.0,110.0,90.0,85.0,90.0,60.0
289,261,Poochyena,Dark ,220.0,35.0,55.0,35.0,30.0,30.0,35.0
290,262,Mightyena,Dark ,420.0,70.0,90.0,70.0,60.0,60.0,70.0
291,263,Zigzagoon,Normal ,240.0,38.0,30.0,41.0,30.0,41.0,60.0
293,264,Linoone,Normal ,420.0,78.0,70.0,61.0,50.0,61.0,100.0
295,265,Wurmple,Bug ,195.0,45.0,45.0,35.0,20.0,30.0,20.0
296,266,Silcoon,Bug ,205.0,50.0,35.0,55.0,25.0,25.0,15.0
297,267,Beautifly,Bug Flying,395.0,60.0,70.0,50.0,100.0,50.0,65.0
298,268,Cascoon,Bug ,205.0,50.0,35.0,55.0,25.0,25.0,15.0
299,269,Dustox,Bug Poison,385.0,60.0,50.0,70.0,50.0,90.0,65.0
300,270,Lotad,Water Grass,220.0,40.0,30.0,30.0,40.0,50.0,30.0
301,271,Lombre,Water Grass,340.0,60.0,50.0,50.0,60.0,70.0,50.0
302,272,Ludicolo,Water Grass,480.0,80.0,70.0,70.0,90.0,100.0,70.0
303,273,Seedot,Grass ,220.0,40.0,40.0,50.0,30.0,30.0,30.0
304,274,Nuzleaf,Grass Dark,340.0,70.0,70.0,40.0,60.0,40.0,60.0
305,275,Shiftry,Grass Dark,480.0,90.0,100.0,60.0,90.0,60.0,80.0
306,276,Taillow,Normal Flying,270.0,40.0,55.0,30.0,30.0,30.0,85.0
307,277,Swellow,Normal Flying,455.0,60.0,85.0,60.0,75.0,50.0,125.0
308,278,Wingull,Water Flying,270.0,40.0,30.0,30.0,55.0,30.0,85.0
309,279,Pelipper,Water Flying,440.0,60.0,50.0,100.0,95.0,70.0,65.0
310,280,Ralts,Psychic Fairy,198.0,28.0,25.0,25.0,45.0,35.0,40.0
311,281,Kirlia,Psychic Fairy,278.0,38.0,35.0,35.0,65.0,55.0,50.0
312,282,Gardevoir,Psychic Fairy,518.0,68.0,65.0,65.0,125.0,115.0,80.0
313,283,Surskit,Bug Water,269.0,40.0,30.0,32.0,50.0,52.0,65.0
314,284,Masquerain,Bug Flying,454.0,70.0,60.0,62.0,100.0,82.0,80.0
315,285,Shroomish,Grass ,295.0,60.0,40.0,60.0,40.0,60.0,35.0
316,286,Breloom,Grass Fighting,460.0,60.0,130.0,80.0,60.0,60.0,70.0
317,287,Slakoth,Normal ,280.0,60.0,60.0,60.0,35.0,35.0,30.0
318,288,Vigoroth,Normal ,440.0,80.0,80.0,80.0,55.0,55.0,90.0
319,289,Slaking,Normal ,670.0,150.0,160.0,100.0,95.0,65.0,100.0
320,290,Nincada,Bug Ground,266.0,31.0,45.0,90.0,30.0,30.0,40.0
321,291,Ninjask,Bug Flying,456.0,61.0,90.0,45.0,50.0,50.0,160.0
322,292,Shedinja,Bug Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0
323,293,Whismur,Normal ,240.0,64.0,51.0,23.0,51.0,23.0,28.0
